Transaction_ID,Date,GL_Code,Account,Description,DEBIT,CREDIT
cc-2-151,2023-02-10,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,1.92
cc-2-152,2023-02-10,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,8.64
cc-2-153,2023-02-10,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,8.64,
cc-2-154,2023-02-10,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,1.92,
cc-2-155,2023-02-13,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,21.96,
cc-2-156,2023-02-13,600604,Entertainment - digital goods: games,LARGE DIGITAL GOODS MERCHANT: PlaystationNetwork San Mateo,10.8,
cc-2-157,2023-02-13,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,14.02,
cc-2-158,2023-02-13,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: WHATABURGER 1100 FAYETTEVI,,11.61
cc-2-159,2023-02-13,600602,Hobbies - Jiu Jitsu,SCHOOLS AND EDUCATIONAL SERVICES (NEC): ALLIANCE JIU JITSU OF 479402491,136.03,
cc-2-160,2023-02-13,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,17.96,
cc-2-161,2023-02-13,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,14.02
cc-2-162,2023-02-13,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,15.75,
cc-2-163,2023-02-13,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,8.11,
cc-2-164,2023-02-13,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: WHATABURGER 1100 FAYETTEVI,11.61,
cc-2-165,2023-02-13,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #0359 FAYETTEVI,75.73,
cc-2-166,2023-02-13,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #0359 FAYETTEVI,,75.73
cc-2-167,2023-02-13,200101,EdwardJones MasterCard,LARGE DIGITAL GOODS MERCHANT: PlaystationNetwork San Mateo,,10.8
cc-2-168,2023-02-13,200101,EdwardJones MasterCard,SCHOOLS AND EDUCATIONAL SERVICES (NEC): ALLIANCE JIU JITSU OF 479402491,,136.03
cc-2-169,2023-02-13,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,21.96
cc-2-170,2023-02-13,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,17.96
cc-2-171,2023-02-13,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,8.11
cc-2-172,2023-02-13,200101,EdwardJones MasterCard,MEN'S AND WOMEN'S CLOTHING STORES: THECALIEFFECT.COM LAS VEGAS,,44.31
cc-2-173,2023-02-13,600701,Clothing,MEN'S AND WOMEN'S CLOTHING STORES: THECALIEFFECT.COM LAS VEGAS,44.31,
cc-2-174,2023-02-13,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,15.75
cc-2-175,2023-02-14,601014,Misc - Service,"COMPUTER PROGRAMMING, SYSTEMS DESIGN OR DATA PROCESSING SERV: PARCHMENT-UNIV DOCS 480-719-1",11.5,
cc-2-176,2023-02-14,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,9.23,
cc-2-177,2023-02-14,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,9.23
cc-2-178,2023-02-14,200101,EdwardJones MasterCard,"COMPUTER PROGRAMMING, SYSTEMS DESIGN OR DATA PROCESSING SERV: PARCHMENT-UNIV DOCS 480-719-1",,11.5
cc-2-179,2023-02-15,600502,Food - Restaurants,RESTAURANTS OR EATING PLACES: BIG WHISKEYS BENTONVIL BENTONVIL,19.0,
cc-2-180,2023-02-15,600608,Entertainment - bowling alleys,BOWLING ALLEYS: FAST LANE ENTERTAINMEN LOWELL,4.42,
cc-2-181,2023-02-15,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #1 479-636-3,41.51,
cc-2-182,2023-02-15,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #1 479-636-3,,41.51
cc-2-183,2023-02-15,200101,EdwardJones MasterCard,BOWLING ALLEYS: FAST LANE ENTERTAINMEN LOWELL,,4.42
cc-2-184,2023-02-15,200101,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: BIG WHISKEYS BENTONVIL BENTONVIL,,19.0
cc-2-185,2023-02-15,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,9.84
cc-2-186,2023-02-15,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,9.84,
cc-2-187,2023-02-16,200101,EdwardJones MasterCard,"HOBBY, TOY OR GAMES STORES: GAMEXCHANGE ROGERS ROGERS",,7.64
cc-2-188,2023-02-16,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,5.79
cc-2-189,2023-02-16,200101,EdwardJones MasterCard,AUTOMATED FUEL DISPENSERS: WAL-MART #5837 ROGERS,,59.24
cc-2-190,2023-02-16,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,2.73,
cc-2-191,2023-02-16,600601,"Hobbies - hobby, toy or games stores","HOBBY, TOY OR GAMES STORES: GAMEXCHANGE ROGERS ROGERS",7.64,
cc-2-192,2023-02-16,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,5.79,
cc-2-193,2023-02-16,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,6.5,
cc-2-194,2023-02-16,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,6.5
cc-2-195,2023-02-16,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,2.73
cc-2-196,2023-02-16,600201,Gas - AUTOMATED FUEL DISPENSERS,AUTOMATED FUEL DISPENSERS: WAL-MART #5837 ROGERS,59.24,
cc-2-197,2023-02-17,200101,EdwardJones MasterCard,"HOBBY, TOY OR GAMES STORES: GAME X CHANGE - BENTON BENTONVIL",,7.65
cc-2-198,2023-02-17,200101,EdwardJones MasterCard,AUTOMATED FUEL DISPENSERS: EZ MART 4308 FAYETTEVI,,10.12
cc-2-199,2023-02-17,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,16.18
cc-2-200,2023-02-17,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,16.18,
cc-2-201,2023-02-17,600601,"Hobbies - hobby, toy or games stores","HOBBY, TOY OR GAMES STORES: GAME X CHANGE - BENTON BENTONVIL",7.65,
cc-2-202,2023-02-17,600201,Gas - AUTOMATED FUEL DISPENSERS,AUTOMATED FUEL DISPENSERS: EZ MART 4308 FAYETTEVI,10.12,
cc-2-203,2023-02-21,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.94,
cc-2-204,2023-02-21,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.94
cc-2-205,2023-02-21,200101,EdwardJones MasterCard,"HOBBY, TOY OR GAMES STORES: GEAR GAMING BENTONVILL BENTONVIL",,7.65
cc-2-206,2023-02-21,200101,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: LOCAL LIME ROGERS ROGERS,,33.0
cc-2-207,2023-02-21,200101,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: WOOD STONE CRAFT PIZZA FAYETTEVI,,35.0
cc-2-208,2023-02-21,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: PANDA EXPRESS #2171 P 800877898,,12.15
cc-2-209,2023-02-21,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,62.12
cc-2-210,2023-02-21,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,11.0
cc-2-211,2023-02-21,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,5.79,
cc-2-212,2023-02-21,600502,Food - Restaurants,RESTAURANTS OR EATING PLACES: C.B. MUSEUM CULINARY BENTONVIL,17.79,
cc-2-213,2023-02-21,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,5.79
cc-2-214,2023-02-21,600601,"Hobbies - hobby, toy or games stores","HOBBY, TOY OR GAMES STORES: GEAR GAMING BENTONVILL BENTONVIL",7.65,
cc-2-215,2023-02-21,600502,Food - Restaurants,RESTAURANTS OR EATING PLACES: LOCAL LIME ROGERS ROGERS,33.0,
cc-2-216,2023-02-21,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: PANDA EXPRESS #2171 P 800877898,12.15,
cc-2-217,2023-02-21,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,62.12,
cc-2-218,2023-02-21,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,11.0,
cc-2-219,2023-02-21,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,14.12,
cc-2-220,2023-02-21,600502,Food - Restaurants,RESTAURANTS OR EATING PLACES: WOOD STONE CRAFT PIZZA FAYETTEVI,35.0,
cc-2-221,2023-02-21,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,14.12
cc-2-222,2023-02-21,200101,EdwardJones MasterCard,RESTAURANTS OR EATING PLACES: C.B. MUSEUM CULINARY BENTONVIL,,17.79
cc-2-223,2023-02-22,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,10.59,
cc-2-224,2023-02-22,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,10.59
cc-2-225,2023-02-23,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: FUZZYS TACO SHOP - ROG ROGERS,11.0,
cc-2-226,2023-02-23,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: FUZZYS TACO SHOP - ROG ROGERS,,11.0
cc-2-227,2023-02-23,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: PANERA BREAD #606200 O 855-372-6,23.21,
cc-2-228,2023-02-23,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: PANERA BREAD #606200 O 855-372-6,,23.21
cc-2-229,2023-02-23,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,,129.71
cc-2-230,2023-02-23,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5837 ROGERS,129.71,
cc-2-231,2023-02-23,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,16.62,
cc-2-232,2023-02-23,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,16.62
cc-2-233,2023-02-24,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,,10.59
cc-2-234,2023-02-24,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET 831-20198,10.59,
cc-2-235,2023-02-24,200101,EdwardJones MasterCard,CABLE AND OTHER PAY TELEVISION SERVICES: ATT*BILL PAYMENT 800-288-2,,65.95
cc-2-236,2023-02-24,600401,Internet,CABLE AND OTHER PAY TELEVISION SERVICES: ATT*BILL PAYMENT 800-288-2,65.95,
cc-2-237,2023-02-27,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,,27.54
cc-2-238,2023-02-27,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,,11.82
cc-2-239,2023-02-27,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,,44.26
cc-2-240,2023-02-27,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,7.65
cc-2-241,2023-02-27,200101,EdwardJones MasterCard,MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,,37.09
cc-2-242,2023-02-27,200101,EdwardJones MasterCard,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #5837 479-254-1,,10.02
cc-2-243,2023-02-27,200101,EdwardJones MasterCard,GAS/SERVICE STATIONS WITH/WITHOUT ANCILLARY SERVICES: PHILLIPS 66 - FAMILY S SPRINGDAL,,3.5
cc-2-244,2023-02-27,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: WHATABURGER 1089 ROGERS,11.82,
cc-2-245,2023-02-27,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,,10.59
cc-2-246,2023-02-27,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: AMK WALMART J STREET BENTONVIL,10.59,
cc-2-247,2023-02-27,600501,Food - Fast Food Restaurants,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,10.76,
cc-2-248,2023-02-27,600202,Gas - GAS/SERVICE STATIONS WITH/WITHOUT ANCILLARY SERVICES,GAS/SERVICE STATIONS WITH/WITHOUT ANCILLARY SERVICES: PHILLIPS 66 - FAMILY S SPRINGDAL,3.5,
cc-2-249,2023-02-27,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,37.09,
cc-2-250,2023-02-27,600601,"Hobbies - hobby, toy or games stores",MISCELLANEOUS & SPECIALTY STORES: TCGPLAYER.COM 315501047,7.65,
cc-2-251,2023-02-27,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,44.26,
cc-2-252,2023-02-27,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WAL-MART #5260 ROGERS,27.54,
cc-2-253,2023-02-27,200101,EdwardJones MasterCard,FAST FOOD RESTAURANTS: CHICK-FIL-A #03901 ROGERS,,10.76
cc-2-254,2023-02-27,600503,Grocery,GROCERY STORES OR SUPERMARKETS: WM SUPERCENTER #5837 479-254-1,10.02,
